Distanța (km),Nivel trafic,Ora livrării,Ziua săptămânii,Tip vehicul,Grad de încărcare,Durata estimată (min)
14.41,4.0,21.06,Duminică,Scuter,0.95,63
47.55,4.0,16.41,Luni,Dubiță,0.83,152
44.57,5.0,11.83,Marți,Camion,0.3,213
23.06,2.0,10.7,Vineri,Dubiță,0.58,44
31.2,4.0,7.14,Marți,Bicicletă,0.3,268
14.23,3.0,10.53,Marți,Camion,0.33,24
9.81,2.0,9.07,Duminică,Scuter,0.65,21
23.45,3.0,16.18,Vineri,Camion,0.14,49
17.99,3.0,9.5,Miercuri,Bicicletă,0.97,125
29.39,3.0,14.93,Miercuri,Scuter,0.93,102
4.35,5.0,15.85,Miercuri,Camion,0.44,26
48.73,3.0,11.47,Luni,Camion,0.56,128
49.32,4.0,7.53,Marți,Bicicletă,0.52,434
35.06,3.0,7.56,Sâmbătă,Dubiță,0.89,81
27.04,1.0,7.4,Vineri,Dubiță,0.72,38
15.82,2.0,18.09,Sâmbătă,Scuter,0.35,41
40.78,3.0,11.77,Luni,Bicicletă,0.5,270
34.39,3.0,18.94,Vineri,Bicicletă,0.49,231
8.55,2.0,13.48,Sâmbătă,Dubiță,0.96,20
45.59,3.0,13.79,Duminică,Dubiță,0.26,84
41.22,3.0,14.69,Luni,Scuter,0.18,127
47.52,,17.7,Luni,Dubiță,0.89,96
36.42,3.0,11.1,Luni,Scuter,0.91,127
30.86,2.0,8.82,Vineri,Camion,0.88,71
21.2,5.0,15.34,Sâmbătă,Scuter,0.56,140
46.67,5.0,11.9,Sâmbătă,Scuter,0.69,320
43.37,4.0,13.64,Joi,Scuter,0.61,189
2.74,2.0,16.7,Luni,Camion,0.16,5
1.81,,14.41,Miercuri,Dubiță,0.64,9
19.13,4.0,16.3,Marți,Scuter,0.11,83
40.62,4.0,15.16,Duminică,Dubiță,0.39,117
49.37,2.0,18.1,Duminică,Scuter,0.94,135
7.95,4.0,17.59,Joi,Dubiță,0.37,23
29.91,4.0,15.01,Joi,Scuter,0.95,149
19.35,3.0,17.18,Vineri,Dubiță,0.33,50
48.51,4.0,20.1,Joi,Bicicletă,0.38,416
42.18,3.0,13.48,Sâmbătă,Camion,0.67,99
42.0,3.0,13.19,Vineri,Scuter,0.79,150
23.7,1.0,18.46,Vineri,Camion,0.55,38
21.03,4.0,15.74,Duminică,Scuter,0.89,104
14.03,1.0,8.07,Duminică,Bicicletă,0.14,59
3.29,3.0,20.38,Miercuri,Bicicletă,0.93,19
43.3,2.0,7.46,Luni,Camion,0.28,83
40.74,,18.23,Joi,Scuter,0.9,151
49.99,2.0,18.38,Luni,Dubiță,0.46,87
49.83,4.0,21.3,Luni,Scuter,0.85,228
27.99,4.0,7.81,Luni,Dubiță,0.7,77
38.56,2.0,15.95,Vineri,Camion,0.26,69
47.27,2.0,13.42,Luni,Camion,0.93,99
42.56,2.0,11.96,Joi,Bicicletă,0.32,221
12.74,5.0,8.35,Vineri,Dubiță,0.32,49
22.8,3.0,15.44,Joi,Scuter,0.83,88
6.89,3.0,14.19,Vineri,Bicicletă,0.2,36
47.73,2.0,8.57,Marți,Camion,0.3,103
30.51,4.0,16.19,Marți,Bicicletă,0.55,280
11.82,5.0,18.07,Marți,Scuter,0.85,84
33.75,4.0,18.51,Marți,Scuter,0.23,133
31.1,4.0,20.58,Vineri,Camion,0.59,104
18.23,1.0,13.14,Luni,Bicicletă,0.74,82
6.12,2.0,21.3,Miercuri,Dubiță,0.87,5
33.74,1.0,19.98,Duminică,Dubiță,0.94,55
26.26,2.0,11.45,Sâmbătă,Dubiță,0.81,45
38.73,,9.39,Miercuri,Scuter,0.69,102
26.25,2.0,13.53,Marți,Bicicletă,0.49,137
42.68,3.0,13.03,Luni,Dubiță,0.2,86
27.82,5.0,15.64,Joi,Bicicletă,0.74,394
28.27,4.0,15.75,Luni,Camion,0.99,99
43.89,4.0,18.25,Joi,Dubiță,0.76,137
20.47,4.0,14.65,Miercuri,Bicicletă,0.12,168
7.13,2.0,8.57,Luni,Scuter,0.55,21
1.92,4.0,19.87,Luni,Camion,0.65,9
37.88,2.0,11.65,Sâmbătă,Camion,0.72,82
31.21,4.0,21.57,Miercuri,Camion,0.75,109
35.35,,8.77,Luni,Camion,0.6,90
11.04,5.0,21.37,Joi,Scuter,0.3,71
7.25,2.0,8.37,Duminică,Scuter,0.95,20
1.22,2.0,10.47,Luni,Dubiță,0.73,5
17.85,5.0,7.7,Joi,Scuter,0.31,113
29.7,1.0,17.58,Marți,Scuter,0.39,65
19.92,4.0,19.75,Luni,Camion,0.93,73
22.16,4.0,13.51,Joi,Scuter,0.9,105
45.26,4.0,20.93,Duminică,Camion,0.46,147
17.74,5.0,15.85,Miercuri,Bicicletă,0.13,218
25.94,5.0,16.45,Marți,Bicicletă,0.14,317
39.29,1.0,19.68,Luni,Bicicletă,0.36,170
20.13,4.0,11.45,Sâmbătă,Bicicletă,0.67,182
31.29,4.0,12.31,Joi,Bicicletă,0.63,283
43.19,4.0,20.59,Duminică,Bicicletă,0.67,397
47.5,2.0,20.51,Sâmbătă,Bicicletă,0.75,259
7.78,4.0,21.65,Luni,Camion,0.12,27
46.37,5.0,20.53,Joi,Camion,0.19,217
24.86,5.0,8.91,Luni,Camion,0.42,131
13.28,3.0,19.36,Marți,Camion,0.24,30
23.23,1.0,13.15,Duminică,Scuter,0.17,52
49.01,3.0,21.86,Duminică,Scuter,0.68,167
24.88,4.0,14.08,Marți,Dubiță,0.83,70
16.77,4.0,15.31,Luni,Scuter,0.78,75
31.85,,14.95,Luni,Camion,0.84,88
12.39,1.0,11.83,Vineri,Camion,0.7,19
4.26,3.0,8.13,Luni,Bicicletă,0.76,18
6.88,3.0,20.43,Duminică,Bicicletă,0.34,44
6.84,5.0,19.04,Luni,Dubiță,0.99,27
8.02,4.0,9.09,Sâmbătă,Scuter,0.26,34
7.37,3.0,18.65,Sâmbătă,Camion,0.29,25
32.22,3.0,16.39,Marți,Scuter,0.36,107
9.5,1.0,13.14,Sâmbătă,Dubiță,0.98,23
17.61,5.0,10.81,Luni,Bicicletă,0.99,250
44.89,3.0,19.9,Miercuri,Camion,0.82,117
23.96,3.0,17.5,Luni,Bicicletă,0.67,158
33.54,3.0,15.22,Duminică,Camion,0.57,81
9.03,4.0,16.14,Vineri,Bicicletă,0.97,82
10.02,4.0,8.37,Joi,Bicicletă,0.73,85
2.52,4.0,14.11,Duminică,Dubiță,0.95,15
8.86,2.0,9.91,Marți,Scuter,0.38,12
14.29,3.0,10.13,Sâmbătă,Bicicletă,0.4,99
9.26,2.0,16.92,Miercuri,Camion,0.87,26
4.89,4.0,20.67,Duminică,Scuter,0.23,23
6.47,1.0,13.06,Joi,Scuter,0.95,10
23.31,,10.12,Miercuri,Bicicletă,0.56,148
10.71,5.0,16.73,Marți,Bicicletă,0.93,150
18.53,5.0,20.07,Sâmbătă,Bicicletă,0.4,243
25.42,3.0,18.22,Vineri,Scuter,0.74,88
34.67,3.0,20.03,Duminică,Dubiță,0.53,71
2.45,1.0,15.05,Duminică,Bicicletă,0.66,17
40.07,4.0,18.28,Duminică,Scuter,0.55,186
31.58,4.0,9.1,Marți,Scuter,0.97,150
4.55,2.0,12.22,Miercuri,Camion,0.72,10
43.74,3.0,12.84,Miercuri,Bicicletă,0.33,272
46.08,4.0,14.67,Marți,Dubiță,0.92,143
3.52,5.0,20.94,Duminică,Camion,0.36,20
14.21,2.0,20.11,Luni,Bicicletă,0.43,76
40.41,3.0,9.02,Marți,Camion,0.19,92
37.54,2.0,9.59,Sâmbătă,Bicicletă,0.91,212
9.63,2.0,12.36,Sâmbătă,Camion,0.36,16
10.86,5.0,11.36,Vineri,Dubiță,0.33,45
18.84,4.0,16.22,Marți,Camion,0.93,69
24.48,4.0,20.54,Joi,Camion,0.82,76
31.1,1.0,21.43,Sâmbătă,Camion,0.23,48
18.76,4.0,16.8,Sâmbătă,Bicicletă,0.79,176
23.4,3.0,19.57,Sâmbătă,Bicicletă,0.92,163
37.5,3.0,14.88,Luni,Dubiță,0.17,75
2.32,3.0,10.12,Joi,Camion,0.84,5
13.0,1.0,14.87,Duminică,Scuter,0.59,27
35.81,4.0,15.33,Duminică,Camion,0.7,122
44.81,3.0,18.14,Marți,Scuter,0.54,150
25.83,2.0,10.3,Luni,Scuter,0.73,61
26.84,2.0,12.52,Sâmbătă,Camion,0.13,53
5.81,2.0,12.46,Duminică,Scuter,0.79,15
22.65,1.0,21.39,Joi,Scuter,0.13,56
26.86,3.0,13.66,Duminică,Camion,0.51,61
12.5,4.0,18.33,Joi,Bicicletă,0.24,100
13.83,1.0,18.26,Luni,Camion,0.84,23
19.18,1.0,10.98,Duminică,Dubiță,0.38,30
1.49,3.0,15.58,Sâmbătă,Scuter,0.51,5
16.44,4.0,20.41,Luni,Dubiță,0.49,44
10.97,3.0,14.13,Miercuri,Scuter,0.8,41
16.71,3.0,21.18,Sâmbătă,Bicicletă,0.53,106
6.43,,10.22,Luni,Scuter,0.81,29
44.58,2.0,8.11,Marți,Camion,0.17,81
29.88,1.0,20.37,Duminică,Scuter,0.27,58
34.12,4.0,19.72,Sâmbătă,Dubiță,0.6,105
39.56,4.0,21.89,Vineri,Camion,0.95,149
25.17,3.0,17.19,Sâmbătă,Dubiță,0.17,54
4.8,4.0,21.05,Miercuri,Bicicletă,0.14,46
27.09,4.0,19.4,Luni,Dubiță,0.24,84
29.55,2.0,19.67,Vineri,Dubiță,0.68,49
37.4,3.0,15.54,Miercuri,Dubiță,0.46,86
21.87,2.0,12.74,Marți,Camion,0.84,38
6.82,2.0,21.02,Sâmbătă,Bicicletă,0.16,36
14.55,4.0,13.48,Duminică,Bicicletă,0.28,123
18.47,5.0,15.08,Vineri,Bicicletă,0.37,244
32.47,5.0,13.69,Duminică,Dubiță,0.66,153
28.75,4.0,15.47,Luni,Camion,0.72,102
18.13,2.0,14.06,Luni,Camion,0.21,35
49.33,2.0,7.72,Marți,Camion,0.95,108
30.49,4.0,20.23,Miercuri,Dubiță,0.41,88
12.24,3.0,13.67,Vineri,Bicicletă,0.74,84
5.54,4.0,15.83,Marți,Dubiță,0.57,24
8.07,4.0,9.09,Miercuri,Camion,0.3,33
12.67,4.0,7.05,Joi,Dubiță,0.86,39
8.45,4.0,10.68,Joi,Scuter,0.84,41
9.74,1.0,17.57,Miercuri,Bicicletă,0.46,43
14.61,4.0,8.49,Luni,Bicicletă,0.63,124
9.08,5.0,20.63,Luni,Camion,0.33,42
44.89,2.0,10.23,Joi,Dubiță,0.72,90
4.47,4.0,10.07,Luni,Camion,0.38,11
26.46,3.0,9.72,Duminică,Dubiță,0.86,73
20.81,5.0,7.21,Luni,Scuter,0.3,138
49.13,1.0,18.58,Miercuri,Bicicletă,0.11,203
6.05,3.0,20.13,Sâmbătă,Bicicletă,0.34,42
20.19,2.0,16.21,Miercuri,Dubiță,0.27,29
48.49,4.0,9.82,Luni,Bicicletă,0.56,430
43.34,,11.28,Miercuri,Dubiță,0.28,80
40.95,2.0,14.14,Vineri,Camion,0.79,82
13.27,3.0,21.32,Joi,Scuter,0.32,48
8.96,5.0,10.71,Sâmbătă,Dubiță,0.74,34
33.6,2.0,17.97,Vineri,Scuter,0.62,85
46.5,2.0,13.59,Vineri,Camion,0.99,110
28.06,4.0,11.47,Luni,Camion,1.0,101
28.79,3.0,13.84,Luni,Camion,0.88,73
14.36,5.0,8.07,Vineri,Dubiță,0.78,73
38.59,,18.98,Vineri,Scuter,0.45,107
9.76,4.0,10.65,Marți,Scuter,0.78,50
16.52,2.0,17.88,Marți,Bicicletă,0.96,92
21.56,2.0,8.03,Duminică,Dubiță,0.12,34
25.63,4.0,21.33,Joi,Bicicletă,0.58,230
12.5,3.0,9.9,Vineri,Bicicletă,0.3,83
6.18,4.0,20.24,Miercuri,Dubiță,0.6,16
30.73,3.0,19.14,Sâmbătă,Bicicletă,0.52,204
14.79,3.0,21.52,Marți,Bicicletă,0.62,101
29.27,3.0,14.17,Luni,Bicicletă,0.6,203
8.14,5.0,17.91,Vineri,Camion,0.96,47
24.32,2.0,12.56,Miercuri,Dubiță,0.6,36
26.86,2.0,9.77,Sâmbătă,Camion,0.86,56
3.07,,13.65,Miercuri,Bicicletă,0.39,15
17.16,3.0,9.49,Duminică,Bicicletă,0.49,116
7.15,2.0,21.73,Miercuri,Camion,0.52,19
3.64,5.0,8.44,Luni,Bicicletă,0.35,47
49.5,2.0,15.84,Marți,Dubiță,0.44,85
16.46,5.0,16.4,Miercuri,Scuter,0.64,112
40.59,2.0,15.07,Sâmbătă,Camion,0.62,83
13.1,4.0,16.93,Marți,Scuter,0.67,56
34.23,5.0,8.74,Duminică,Scuter,0.42,217
38.13,2.0,15.33,Duminică,Scuter,0.38,88
29.98,,11.31,Joi,Camion,0.65,159
23.84,3.0,21.1,Luni,Bicicletă,0.22,152
20.89,5.0,18.43,Marți,Dubiță,0.33,91
17.77,4.0,21.59,Duminică,Bicicletă,0.14,152
46.51,3.0,7.56,Duminică,Dubiță,0.17,90
41.62,2.0,11.28,Marți,Bicicletă,0.32,204
48.27,3.0,9.93,Miercuri,Scuter,0.12,150
6.65,1.0,7.17,Sâmbătă,Scuter,0.32,16
36.68,2.0,10.63,Miercuri,Dubiță,0.69,58
46.95,2.0,17.18,Sâmbătă,Camion,0.15,89
9.47,3.0,10.47,Duminică,Bicicletă,0.49,60
3.79,4.0,14.64,Duminică,Scuter,0.92,14
37.19,2.0,20.32,Luni,Dubiță,0.81,67
28.94,2.0,17.41,Marți,Bicicletă,0.37,137
42.17,4.0,12.92,Vineri,Dubiță,0.93,130
7.42,2.0,12.59,Duminică,Camion,0.4,11
39.87,1.0,13.84,Sâmbătă,Camion,0.17,65
10.48,2.0,9.66,Sâmbătă,Bicicletă,0.99,59
8.6,5.0,16.51,Miercuri,Camion,0.88,49
8.63,,12.46,Miercuri,Bicicletă,0.52,63
40.82,3.0,19.79,Duminică,Bicicletă,0.7,275
33.43,4.0,18.35,Duminică,Camion,0.7,117
26.39,3.0,16.16,Joi,Dubiță,0.28,54
18.26,4.0,12.46,Sâmbătă,Dubiță,0.28,56
43.92,4.0,10.15,Luni,Bicicletă,0.52,379
19.93,4.0,18.64,Marți,Scuter,0.92,98
40.92,2.0,14.3,Marți,Bicicletă,0.11,198
22.24,1.0,10.37,Marți,Dubiță,0.8,31
19.16,3.0,9.93,Sâmbătă,Bicicletă,0.15,123
23.4,,9.48,Miercuri,Dubiță,0.53,109
15.42,3.0,18.66,Luni,Camion,0.67,45
37.51,4.0,10.43,Marți,Bicicletă,0.72,353
25.38,5.0,14.9,Sâmbătă,Bicicletă,0.15,320
11.99,2.0,13.77,Vineri,Camion,0.48,20
45.03,4.0,15.69,Duminică,Camion,0.63,153
19.5,4.0,20.16,Joi,Scuter,0.16,79
27.41,5.0,20.02,Joi,Camion,0.22,139
45.37,5.0,13.77,Marți,Scuter,0.7,316
31.4,4.0,7.23,Miercuri,Camion,0.57,104
6.29,2.0,13.4,Joi,Dubiță,0.25,15
47.02,4.0,16.09,Joi,Bicicletă,0.58,414
31.57,2.0,15.37,Joi,Camion,0.92,69
17.08,4.0,16.77,Joi,Dubiță,0.11,42
7.39,5.0,9.31,Marți,Camion,0.68,29
39.8,3.0,16.7,Sâmbătă,Bicicletă,0.17,251
31.19,4.0,9.74,Luni,Camion,0.11,100
26.91,3.0,18.26,Luni,Camion,0.24,66
44.75,3.0,12.09,Miercuri,Bicicletă,0.48,293
39.54,3.0,17.65,Sâmbătă,Camion,0.82,97
8.01,4.0,7.72,Duminică,Bicicletă,0.35,63
15.93,5.0,13.12,Vineri,Scuter,0.66,103
12.8,5.0,17.58,Luni,Camion,0.47,62
37.33,2.0,10.4,Vineri,Dubiță,0.31,69
2.16,,18.93,Luni,Camion,0.56,16
28.71,4.0,16.46,Luni,Bicicletă,0.82,259
38.24,2.0,15.81,Miercuri,Bicicletă,0.85,211
43.9,1.0,12.3,Joi,Dubiță,0.86,65
17.43,2.0,14.24,Miercuri,Dubiță,0.4,17
41.15,5.0,15.96,Luni,Bicicletă,0.81,577
5.98,4.0,14.09,Sâmbătă,Scuter,0.29,24
42.4,4.0,17.47,Joi,Scuter,0.76,195
6.81,2.0,13.51,Sâmbătă,Bicicletă,0.95,46
20.17,4.0,10.03,Sâmbătă,Scuter,0.11,83
39.97,1.0,10.21,Sâmbătă,Dubiță,0.5,56
7.92,3.0,7.09,Joi,Scuter,0.68,30
11.85,4.0,11.51,Sâmbătă,Dubiță,0.73,42
36.25,2.0,18.23,Joi,Camion,0.26,70
36.14,,18.91,Vineri,Dubiță,0.97,119
32.24,2.0,10.04,Duminică,Camion,0.65,65
34.85,4.0,21.39,Luni,Dubiță,0.25,97
27.36,3.0,14.54,Marți,Dubiță,0.12,57
12.96,3.0,20.75,Sâmbătă,Scuter,0.8,41
17.61,2.0,17.6,Miercuri,Dubiță,0.17,26
9.49,1.0,17.84,Vineri,Bicicletă,0.23,47
45.47,5.0,8.28,Miercuri,Camion,0.62,240
29.38,2.0,10.3,Marți,Camion,0.64,68
20.34,4.0,7.13,Joi,Dubiță,0.72,55
23.37,5.0,17.74,Marți,Bicicletă,0.45,299
47.39,2.0,12.17,Miercuri,Dubiță,0.8,82
8.09,2.0,18.8,Marți,Dubiță,0.98,16
29.52,4.0,12.08,Luni,Scuter,0.34,112
25.54,5.0,19.29,Marți,Dubiță,0.73,114
30.77,5.0,8.96,Sâmbătă,Dubiță,0.94,153
1.4,3.0,9.6,Luni,Scuter,0.72,10
43.67,4.0,12.11,Sâmbătă,Scuter,0.71,197
46.64,2.0,13.13,Duminică,Bicicletă,0.3,235
28.47,5.0,12.23,Duminică,Scuter,0.58,193
34.98,5.0,18.45,Marți,Camion,0.61,181
46.16,2.0,8.45,Luni,Camion,0.73,93
35.51,2.0,12.27,Luni,Bicicletă,1.0,203
8.05,2.0,19.56,Duminică,Dubiță,0.13,10
29.03,2.0,8.0,Marți,Bicicletă,0.16,137
30.53,4.0,21.14,Vineri,Scuter,0.17,125
21.49,3.0,21.79,Joi,Dubiță,0.77,48
36.95,1.0,8.33,Joi,Bicicletă,0.22,148
46.75,3.0,11.37,Joi,Bicicletă,0.66,321
46.32,5.0,12.59,Luni,Camion,0.39,227
22.82,4.0,18.65,Duminică,Bicicletă,0.51,205
6.11,3.0,15.94,Joi,Dubiță,0.29,9
49.25,2.0,16.67,Duminică,Bicicletă,0.88,268
42.03,5.0,18.36,Luni,Bicicletă,0.63,570
6.67,4.0,8.77,Duminică,Scuter,0.95,28
46.08,2.0,19.5,Vineri,Bicicletă,0.62,244
43.56,1.0,17.58,Marți,Dubiță,0.21,54
26.18,1.0,15.66,Duminică,Camion,0.25,40
29.77,2.0,20.35,Duminică,Camion,0.99,72
20.25,3.0,17.5,Marți,Camion,0.75,50
3.21,5.0,10.03,Luni,Camion,0.14,9
17.09,3.0,13.45,Luni,Scuter,0.73,62
40.24,4.0,14.41,Duminică,Dubiță,0.47,118
0.73,3.0,7.83,Vineri,Scuter,0.38,5
17.01,,21.32,Joi,Camion,0.24,57
20.21,4.0,8.93,Vineri,Scuter,0.86,105
27.1,2.0,17.46,Marți,Bicicletă,0.16,121
46.03,3.0,14.59,Marți,Dubiță,0.36,93
17.64,4.0,7.38,Sâmbătă,Bicicletă,0.38,138
17.67,1.0,20.87,Joi,Scuter,0.24,37
37.01,3.0,19.78,Duminică,Bicicletă,0.56,252
22.88,3.0,14.86,Marți,Scuter,0.11,71
11.62,5.0,10.43,Sâmbătă,Scuter,0.37,82
22.9,3.0,8.82,Luni,Dubiță,0.94,59
7.47,4.0,12.45,Marți,Dubiță,0.38,30
9.23,3.0,10.83,Miercuri,Dubiță,0.42,26
25.17,4.0,14.6,Joi,Camion,0.53,81
21.24,3.0,21.5,Sâmbătă,Dubiță,0.61,48
45.78,5.0,15.62,Joi,Bicicletă,0.83,636
18.44,3.0,20.35,Joi,Dubiță,0.27,38
29.24,4.0,16.76,Miercuri,Dubiță,0.88,92
31.8,4.0,14.13,Vineri,Dubiță,0.78,98
1.15,3.0,19.82,Luni,Scuter,0.75,11
33.35,2.0,14.07,Joi,Scuter,0.18,81
9.31,1.0,20.03,Marți,Dubiță,0.12,8
48.07,1.0,11.37,Luni,Scuter,0.63,104
7.86,5.0,8.93,Marți,Scuter,0.88,59
21.02,2.0,19.83,Luni,Camion,0.63,36
4.72,,15.81,Duminică,Bicicletă,0.29,23
49.85,4.0,20.34,Luni,Scuter,0.18,213
25.36,3.0,21.07,Sâmbătă,Bicicletă,0.73,176
29.97,3.0,7.8,Marți,Scuter,0.75,103
3.82,2.0,14.51,Marți,Dubiță,0.26,6
37.62,5.0,12.62,Duminică,Scuter,0.13,226
10.89,5.0,16.39,Luni,Scuter,0.47,67
44.95,5.0,18.9,Joi,Bicicletă,0.62,605
10.65,3.0,11.21,Marți,Dubiță,0.74,26
9.94,4.0,15.35,Duminică,Camion,0.83,40
2.31,2.0,17.63,Miercuri,Bicicletă,0.65,13
23.87,1.0,9.02,Miercuri,Dubiță,0.2,40
28.46,1.0,19.21,Luni,Dubiță,0.71,51
3.75,3.0,16.09,Vineri,Bicicletă,0.99,31
38.89,3.0,21.24,Luni,Scuter,0.92,144
22.94,3.0,12.09,Duminică,Dubiță,0.88,49
26.46,1.0,8.62,Luni,Camion,0.37,37
22.32,,14.6,Joi,Scuter,0.78,80
20.34,4.0,8.29,Joi,Bicicletă,0.87,184
28.2,3.0,21.54,Sâmbătă,Bicicletă,0.71,192
8.18,4.0,7.58,Duminică,Bicicletă,0.33,74
9.51,2.0,18.3,Vineri,Bicicletă,0.96,61
43.16,4.0,14.88,Duminică,Camion,0.51,141
47.33,3.0,12.53,Duminică,Camion,0.22,108
18.98,2.0,7.99,Vineri,Dubiță,0.2,33
13.9,2.0,16.33,Duminică,Camion,0.68,23
32.38,4.0,15.78,Vineri,Bicicletă,0.49,284
20.73,,11.21,Vineri,Camion,0.19,65
1.76,3.0,20.65,Vineri,Scuter,0.77,6
8.23,2.0,11.56,Duminică,Scuter,0.82,23
35.94,5.0,13.75,Duminică,Dubiță,0.75,161
33.12,4.0,15.16,Luni,Bicicletă,0.28,276
1.84,3.0,8.5,Duminică,Camion,0.72,5
11.49,3.0,20.98,Luni,Dubiță,0.11,15
11.94,2.0,12.62,Sâmbătă,Dubiță,0.37,22
33.76,,8.21,Miercuri,Camion,0.46,115
1.48,3.0,12.81,Miercuri,Dubiță,0.85,7
5.65,5.0,16.0,Sâmbătă,Bicicletă,0.45,73
40.1,3.0,14.7,Sâmbătă,Camion,0.11,88
9.34,3.0,17.42,Marți,Scuter,0.42,34
32.81,3.0,7.83,Luni,Scuter,0.55,112
12.29,5.0,11.27,Vineri,Camion,0.95,67
5.42,4.0,19.29,Marți,Dubiță,0.95,26
12.54,3.0,8.2,Joi,Dubiță,0.26,26
36.25,4.0,19.83,Luni,Scuter,0.27,152
42.86,3.0,8.38,Duminică,Scuter,0.25,133
41.6,3.0,19.52,Sâmbătă,Bicicletă,0.81,282
20.16,2.0,12.41,Miercuri,Dubiță,0.11,36
33.57,3.0,16.18,Luni,Bicicletă,0.21,209
10.65,2.0,9.29,Sâmbătă,Scuter,0.58,31
15.01,5.0,7.99,Luni,Scuter,0.32,105
44.87,3.0,10.24,Duminică,Scuter,0.18,138
1.14,5.0,8.92,Luni,Scuter,0.42,5
4.73,3.0,11.69,Duminică,Bicicletă,0.35,33
10.79,4.0,14.72,Luni,Scuter,0.56,49
1.81,3.0,15.83,Joi,Camion,0.98,5
9.48,2.0,18.85,Miercuri,Dubiță,0.21,18
29.36,3.0,16.84,Luni,Scuter,0.44,100
21.36,1.0,16.13,Sâmbătă,Dubiță,0.94,29
44.69,4.0,13.18,Joi,Scuter,0.89,209
40.96,3.0,14.11,Marți,Bicicletă,0.45,275
17.42,4.0,13.22,Luni,Dubiță,0.73,50
13.34,2.0,19.63,Duminică,Bicicletă,0.18,67
19.29,2.0,10.45,Joi,Scuter,0.74,40
29.72,,7.09,Vineri,Camion,0.98,73
13.77,5.0,16.77,Marți,Camion,0.58,70
31.4,4.0,10.04,Miercuri,Camion,0.55,111
20.77,3.0,20.35,Luni,Camion,0.27,42
27.83,3.0,19.89,Luni,Camion,0.67,71
22.09,1.0,8.15,Joi,Bicicletă,0.63,98
15.08,5.0,8.6,Miercuri,Camion,0.69,82
47.45,4.0,14.43,Vineri,Scuter,0.12,188
38.3,2.0,16.14,Marți,Bicicletă,0.59,208
7.44,3.0,11.12,Sâmbătă,Bicicletă,0.64,47
43.49,2.0,17.75,Miercuri,Camion,0.29,84
24.63,5.0,15.92,Luni,Dubiță,0.29,105
44.78,2.0,11.87,Joi,Scuter,0.35,114
40.09,4.0,7.38,Vineri,Bicicletă,0.74,371
21.55,,18.25,Joi,Scuter,0.65,59
1.61,4.0,10.22,Marți,Dubiță,0.86,5
13.8,4.0,19.52,Duminică,Bicicletă,0.37,117
27.31,,13.3,Duminică,Scuter,0.92,130
31.86,4.0,15.66,Miercuri,Camion,0.77,111
13.27,5.0,20.09,Joi,Bicicletă,0.46,169
7.4,1.0,19.95,Sâmbătă,Bicicletă,0.19,29
41.83,3.0,12.57,Sâmbătă,Bicicletă,0.33,262
49.23,2.0,10.13,Duminică,Bicicletă,0.96,281
26.52,5.0,18.63,Duminică,Camion,0.38,125
9.0,3.0,13.5,Joi,Dubiță,0.4,23
13.98,4.0,9.88,Luni,Dubiță,0.27,43
1.41,4.0,20.57,Joi,Scuter,0.83,5
45.76,2.0,9.97,Vineri,Camion,0.35,88
6.33,2.0,7.39,Miercuri,Camion,0.4,15
29.04,2.0,7.3,Marți,Scuter,0.47,75
14.07,3.0,16.33,Sâmbătă,Camion,0.49,31
27.93,2.0,16.93,Joi,Camion,0.47,50
32.75,1.0,11.67,Vineri,Bicicletă,0.55,150
41.57,5.0,11.8,Duminică,Bicicletă,0.83,586
10.72,5.0,12.09,Sâmbătă,Bicicletă,0.84,149
1.04,3.0,17.2,Sâmbătă,Camion,0.82,7
7.28,3.0,7.87,Marți,Camion,0.19,5
45.05,1.0,20.94,Sâmbătă,Dubiță,0.82,77
43.76,4.0,10.34,Vineri,Bicicletă,0.21,364
30.07,4.0,22.0,Sâmbătă,Scuter,0.21,126
30.23,2.0,9.57,Sâmbătă,Camion,0.95,63
33.42,2.0,18.57,Joi,Bicicletă,0.84,194
9.18,4.0,10.35,Joi,Dubiță,0.6,22
45.76,4.0,8.21,Duminică,Bicicletă,0.89,439
21.23,1.0,20.12,Miercuri,Dubiță,0.99,36
19.47,4.0,19.88,Luni,Dubiță,0.65,62
26.19,3.0,13.05,Vineri,Camion,0.65,65
2.82,3.0,17.54,Luni,Dubiță,0.78,5
8.73,4.0,15.36,Luni,Dubiță,0.31,29
37.03,4.0,19.79,Sâmbătă,Scuter,0.25,157
4.6,3.0,11.73,Duminică,Dubiță,0.78,17
30.36,5.0,14.86,Marți,Scuter,0.41,196
12.64,3.0,14.28,Marți,Scuter,0.22,37
19.77,4.0,12.31,Sâmbătă,Bicicletă,0.38,177
14.79,3.0,20.37,Duminică,Bicicletă,0.42,106
18.11,5.0,9.49,Vineri,Camion,0.97,97
36.09,5.0,9.24,Luni,Camion,0.73,182
15.21,1.0,15.65,Miercuri,Camion,0.58,30
28.54,5.0,16.86,Duminică,Dubiță,0.97,135
24.06,4.0,9.92,Luni,Bicicletă,0.91,231
33.35,4.0,12.86,Marți,Dubiță,0.56,98
46.87,2.0,21.2,Luni,Bicicletă,0.92,274
36.76,4.0,10.7,Joi,Dubiță,0.46,104
11.14,5.0,17.03,Joi,Camion,0.31,56
2.04,2.0,18.1,Miercuri,Bicicletă,0.31,8
13.48,5.0,13.72,Vineri,Bicicletă,0.7,183
29.96,,21.06,Luni,Scuter,0.55,64
